,16.199,6.4772
2583,19.222,9.2927
2584,-0.076488,-1.0751
2585,18.442999999999998,9.0657
2586,14.302999999999999,5.1772
2587,21.005,10.638
2588,-3.7534,-0.62231
2589,-1.9047,-0.81155
2590,-13.464,-3.9611
2591,-22.654,-11.984000000000002
2592,-16.296,-4.5522
2593,-16.316,-7.4689
2594,17.112000000000002,7.4734
2595,-16.002,-6.6144
2596,16.534000000000002,5.6733
2597,3.0551,0.20040999999999998
2598,-0.80114,-1.5962
2599,4.1948,0.26873
2600,18.730999999999998,8.5888
2601,3.7585,-0.00020768
2602,-17.791,-7.9637
2603,14.937000000000001,4.8787
2604,-5.403,-0.215
2605,-20.049,-9.5917
2606,-17.82,-6.5499
2607,-16.587,-6.6935
2608,-16.403,-7.1459
2609,15.907,5.51
2610,1.3423,-0.29014
2611,-16.277,-6.4241
2612,21.736,12.359000000000002
2613,-18.541,-7.8595
2614,-1.6081,-0.99103
2615,3.4749,-0.2418
2616,18.456,8.3063
2617,18.623,7.8218
2618,-15.784,-6.3081
2619,1.8115,0.48268
2620,-14.415,-5.8953
2621,19.368,10.052
2622,1.3362,-0.20264000000000001
2623,-16.523,-8.3786
2624,-20.37,-9.8582
2625,-19.136,-8.2425
2626,19.645,10.091000000000001
2627,2.2928,-0.080038
2628,2.3629,-0.17084000000000002
2629,15.136,5.3566
2630,-20.261,-11.175999999999998
2631,14.894,5.109
2632,3.0298,-0.60854
2633,-21.148000000000003,-10.886
2634,-18.182000000000002,-8.2351
2635,-16.367,-6.6679
2636,-18.243,-8.7232
2637,-19.768,-9.308
2638,-2.0047,0.96505
2639,19.029,9.3977
2640,19.334,8.3301
2641,-19.973,-9.5656
2642,0.57907,0.021375
2643,-14.918,-5.1591
2644,18.836,8.8275
2645,-16.180999999999997,-7.4899
2646,-2.6648,-0.64751
2647,18.673,8.52
2648,-4.1601,-0.5416300000000001
2649,-9.1768,-0.12168
2650,-21.443,-11.354000000000001
2651,-1.2063,-0.16608
2652,-2.7945,-1.0973
2653,-22.08,-12.672
2654,-16.152,-5.2949
2655,15.342,5.0601
2656,22.057,13.087
2657,16.487000000000002,8.5493
2658,-13.355,-3.3431
2659,19.847,10.290999999999999
2660,-1.3972,0.48975
2661,4.6137,-0.53897
2662,20.430999999999997,10.845
2663,-16.275,-5.9867
2664,0.25581,1.2876
2665,-19.925,-9.9498
2666,18.722,7.7372
2667,0.37601,-0.0079747
2668,14.512,5.053999999999999
2669,-18.381,-8.689
2670,18.202,8.6828
2671,18.567999999999998,8.4939
2672,15.865,5.4145
2673,7.1749,0.7331
2674,-18.527,-7.7431
2675,-18.018,-7.5942
2676,-16.754,-6.327999999999999
2677,4.2066,-0.46176999999999996
2678,15.911,5.4752
2679,-3.7787,0.40164
2680,-17.352999999999998,-6.5505
2681,-1.1963,-0.22726999999999997
2682,10.324000000000002,-0.22514
2683,22.831999999999997,13.374
2684,-0.9287299999999999,0.16299
2685,-18.434,-7.843
2686,-2.5217,0.47655
2687,-16.169,-7.0831
2688,22.554000000000002,13.682
2689,-3.2332,1.246
2690,16.421,6.6243
2691,-15.899000000000001,-5.6853
2692,-14.474,-5.2051
2693,17.217,7.6877
2694,-5.4134,0.2367
2695,19.016,7.4844
2696,-1.4419,0.9855799999999999
2697,3.6824,-0.1037
2698,-0.8871,-1.4333
2699,8.4019,-0.011018
2700,16.507,6.2722
2701,-22.535,-13.534
2702,18.555,6.4001
2703,-18.589000000000002,-7.4707
2704,-16.226,-7.1185
2705,19.445,8.3072
2706,19.180999999999997,9.5058
2707,-0.047166,-1.4562
2708,-18.665,-9.0463
2709,-16.858,-7.5192
2710,-19.741,-8.4511
2711,19.335,9.9479
2712,18.71,8.5261
2713,1.3174,0.5159600000000001
2714,-2.6514,0.62592
2715,-14.324000000000002,-4.2538
2716,20.593000000000004,8.5637
2717,15.735999999999999,4.8937
2718,-15.839,-6.4917
2719,18.901,9.2809
2720,3.134,0.24366
2721,-17.255,-8.3174
2722,-18.554000000000002,-9.0053
2723,-18.778,-7.8971
2724,20.329,10.734000000000002
2725,16.652,6.6926
2726,17.42,6.9791
2727,16.035,5.5516
2728,1.1682,0.51231
2729,-24.002,-13.129000000000001
2730,17.262999999999998,6.4825
2731,-2.489,-0.78659
2732,18.273,7.6016
2733,-4.5067,0.31263
2734,-17.05,-6.5629
2735,-16.305999999999997,-6.5375
2736,-19.249000000000002,-10.05
2737,3.0019,-0.015636
2738,-12.856,-2.6184
2739,16.634,7.2007
2740,20.373,10.795
2741,18.845,8.5671
2742,-14.835999999999999,-4.7141
2743,-18.967,-7.9607
2744,-18.399,-8.3283
2745,19.983,10.725
2746,-2.9394,-0.15529
2747,-0.60393,0.55077
2748,-3.0052,0.58097
2749,-14.415999999999999,-3.2815
2750,18.817,8.1192
2751,22.32,13.254000000000001
2752,18.230999999999998,8.5171
2753,-16.386,-7.2361
2754,-15.463,-6.2907
2755,19.422,9.8117
2756,13.017000000000001,2.6518
2757,-0.36956,0.5747899999999999
2758,-15.08,-4.6093
2759,-17.505,-7.7283
2760,-19.063,-8.3549
2761,7.7215,-0.023108
2762,21.014,11.18
2763,2.656,-1.0097
2764,19.63,9.2028
2765,0.20843000000000003,0.34792
2766,16.202,6.8786
2767,-17.074,-6.4053
2768,-17.274,-6.0931
2769,-21.903000000000002,-10.435
2770,2.6817,0.79302
2771,18.493,8.9925
2772,15.265,4.7487
2773,-17.674,-8.7468
2774,18.09,7.7597
2775,-3.7759,0.80279
2776,14.659,4.6428
2777,19.202,9.2366
2778,17.855,6.9705
2779,2.0966,1.129
2780,16.314,5.6461
2781,-2.3717,-0.0087133
2782,14.492,5.462000000000001
2783,-3.5258,0.51918
2784,-20.538,-9.6528
2785,1.7342,-1.103
2786,6.072,0.8036399999999999
2787,-16.409000000000002,-5.2789
2788,19.456,8.3864
2789,-14.501,-6.4188
2790,18.617,8.9306
2791,-17.825,-8.4844
2792,2.9486,-0.67189
2793,-15.225999999999999,-6.6485
2794,17.631,7.5882
2795,-14.759,-3.5664
2796,-16.066,-6.3393
2797,17.152,9.0465
2798,-17.006,-6.9634
2799,6.3546,0.90807
2800,-3.1064,0.83006
2801,-18.477999999999998,-8.3031
2802,-2.1052,0.57933
2803,-1.8902,0.44341
2804,-17.147000000000002,-6.5285
2805,-16.795,-8.182
2806,-19.453,-8.6338
2807,-18.96,-8.0345
2808,-5.2379,-0.93166
2809,-18.13,-8.1128
2810,21.834,12.127
2811,18.417,9.392000000000001
2812,1.7162,-0.6241899999999999
2813,-0.36139,-0.68506
2814,18.995,6.6568
2815,21.991999999999997,10.957
2816,-4.3203,1.4252
2817,19.851,9.6547
2818,19.302,10.525
2819,2.1256,0.46143
2820,-18.289,-7.3413
2821,15.96,6.6194
2822,-2.1946,-1.0697
2823,17.54,7.7486
2824,-15.710999999999999,-4.5713
2825,3.6746,-0.30996999999999997
2826,2.2632,-0.9214700000000001
2827,18.452,7.5192
2828,0.56233,-0.20715
2829,-16.442999999999998,-6.0503
2830,21.164,11.142999999999999
2831,-2.5734,0.5927100000000001
2832,0.27423000000000003,0.98339
2833,-16.500999999999998,-6.1016
2834,-2.4789,0.96326
2835,-3.4564,1.3655
2836,-18.23,-8.5324
2837,-19.952,-10.555
2838,-16.416,-7.0315
2839,15.238,5.7576
2840,18.69,7.3081
2841,17.279,6.6966
2842,20.826,11.294
2843,-23.408,-11.798
2844,-1.626,-0.086625
2845,17.997,7.8513
2846,-15.715,-5.5984
2847,18.897000000000002,6.8989
2848,17.141,6.7137
2849,2.2804,-0.7335699999999999
2850,0.15345999999999999,0.40129000000000004
2851,18.885,7.2965
2852,0.59544,-2.4607
2853,18.311,9.5764
2854,-19.313,-9.033
2855,1.3582,-0.46979
2856,-18.616,-9.2791
2857,17.061,6.5978
2858,0.84196,-0.21650999999999998
2859,16.122,7.1619
2860,20.934,11.372
2861,-21.733,-10.556
2862,20.221,9.2127
2863,19.997,10.08
2864,1.6484,0.028997000000000002
2865,-6.2513,0.96588
2866,-3.6294,-0.8470700000000001
2867,17.525,7.4479999999999995
2868,21.435,11.619000000000002
2869,20.021,10.742
2870,-16.881,-7.456
2871,0.3785,-0.23998000000000003
2872,-22.406,-12.227
2873,-6.9657,-0.9642299999999999
2874,1.8967,-0.30086999999999997
2875,-0.35463,-0.16174000000000002
2876,18.131,8.4922
2877,-21.303,-10.897
2878,-17.69,-6.7202
2879,2.6725,-0.45788
2880,-15.57,-5.6265
2881,15.149000000000001,4.65
2882,-1.7593,0.95619
2883,-0.81994,-0.087525
2884,-17.033,-7.2679
2885,-0.2849,-0.17315
2886,-17.813,-7.6419
2887,-1.3889,-1.5859999999999999
2888,-17.959,-6.8531
2889,16.956,7.5033
2890,16.235,8.3042
2891,-1.4974,1.1898
2892,22.98,14.253
2893,-3.3014,-0.37784
2894,0.037203,-0.10647000000000001
2895,18.24,8.36
2896,-2.5722,-0.6180899999999999
2897,-5.2221,0.49108
2898,-17.514,-6.6327
2899,-20.338,-10.163
2900,-17.477,-6.0072
2901,-17.453,-8.4155
2902,-0.68188,-0.31676
2903,-2.4098,1.1387
2904,-0.9416399999999999,-0.089166
2905,5.9961,0.20861999999999997
2906,-14.699000000000002,-5.1365
2907,-3.3556,-1.0172
2908,21.43,10.459000000000001
2909,3.2032,-0.57485
2910,-17.505,-9.2186
2911,15.030999999999999,3.1317
2912,17.35,7.1831
2913,-17.861,-5.3727
2914,18.419,7.417999999999999
2915,13.645999999999999,2.8788
2916,0.32711999999999997,-0.6261
2917,-0.35888000000000003,0.29252
2918,-2.0201,-0.43138000000000004
2919,20.291,10.654000000000002
2920,1.3519,0.26646
2921,-19.307000000000002,-9.1592
2922,-18.401,-8.0782
2923,16.636,4.4239
2924,14.847999999999999,3.5894
2925,-5.9669,0.53895
2926,16.192999999999998,5.7229
2927,17.361,7.3705
2928,5.5936,0.12347999999999999
2929,18.072,7.1315
2930,-16.439,-6.3391
2931,-18.529,-7.7375
2932,-15.517000000000001,-6.9007
2933,16.472,7.1254
2934,3.0178,-0.58003
2935,-19.333,-9.0216
2936,-22.622,-12.231
2937,-3.4019999999999997,0.090915
2938,-2.3268,0.19522
2939,17.447,8.1264
2940,-7.103,-0.005889500000000001
2941,1.7666,0.56682
2942,-18.974,-8.2622
2943,-9.3998,0.91946
2944,-0.5078600000000001,-0.21744000000000002
2945,-17.086,-6.6708
2946,-17.93,-7.3287
2947,17.545,8.922
2948,3.988,-0.23529
2949,17.955,6.6897
2950,1.4761,-0.90015
2951,-16.325,-7.2413
2952,15.815999999999999,6.4846
2953,-10.95,0.030144
2954,17.13,8.7131
2955,16.993,6.7027
2956,3.1093,0.8404200000000001
2957,-1.4605,0.49296
2958,-19.15,-8.8703
2959,1.3278,-0.46807
2960,19.705,10.376
2961,13.880999999999998,4.1094
2962,-2.089,0.33991
2963,-4.0122,0.18457
2964,16.21,7.9854
2965,5.436,-0.056847
2966,-3.8543,0.32226
2967,15.708,4.9918
2968,15.92,6.8281
2969,18.969,8.1093
2970,-15.925999999999998,-5.3241
2971,-15.739,-6.4789
2972,-0.75964,1.6528
2973,-23.261999999999997,-14.16
2974,-12.02,-2.9215
2975,-0.99284,-0.32795
2976,18.004,8.1375
2977,-17.288,-7.5342
2978,-14.144,-4.6762
2979,1.8951,0.81303
2980,2.9610000000000003,-0.089561
2981,-4.5956,0.65961
2982,15.995,5.5402
2983,2.7133,-1.1222
2984,19.340999999999998,9.3271
2985,2.4747,0.16672
2986,-0.72138,0.5291600000000001
2987,-2.9095,-0.057507
2988,-18.209,-8.9188
2989,1.2504,-0.43628999999999996
2990,17.826,7.0818
2991,-2.0565,0.088237
2992,-16.394000000000002,-6.3269
2993,-17.163,-8.3839
2994,-5.2498,0.71335
2995,1.4059,0.81272
2996,3.0838,0.58128
2997,16.919,7.7224
2998,2.2644,-0.16598
2999,-17.36,-8.806000000000001
3000,13.862,3.4234
3001,-2.3421,-0.66633
3002,19.873,8.9071
3003,-18.91,-9.5371
3004,-1.9684,-0.58185
3005,16.596,6.1514
3006,-2.398,-0.22404000000000002
3007,2.4491,0.2806
3008,17.201,7.5245
3009,-2.4669,0.31539
3010,-15.579,-4.7635
3011,0.5621,-0.22638000000000003
3012,18.596,9.0393
3013,-3.1144,0.25594
3014,19.878,10.868
3015,-19.578,-10.409
3016,0.38025,0.24111999999999997
3017,15.447000000000001,5.9088
3018,17.275,8.6927
3019,-4.1182,1.1033
3020,-0.55953,0.073253
3021,18.256,8.8352
3022,-14.382,-5.6761
3023,-14.334000000000001,-5.0125
3024,-15.632,-5.5617
3025,-14.12,-3.21
3026,17.391,7.6173
3027,4.8069,0.55971
3028,-20.224,-8.4431
3029,17.820999999999998,7.5247
3030,-16.894000000000002,-6.7254
3031,-17.076,-7.0101
3032,23.116999999999997,12.040999999999999
3033,-3.5455,0.2074
3034,15.161,3.952
3035,22.996,13.367
3036,6.0371,0.51689
3037,15.062000000000001,5.7873
3038,-20.48,-10.695
3039,1.1061,1.3196
3040,16.141,7.4229
3041,-17.632,-6.4957
3042,-4.5118,-0.27499
3043,16.484,7.5794
3044,-1.4686,0.070638
3045,-15.29,-5.2682
3046,-19.025,-8.2668
3047,-21.814,-11.788
3048,2.0669999999999997,0.40245
3049,-15.738,-5.6365
3050,4.0868,-0.14642
3051,-20.796999999999997,-9.8094
3052,22.23,13.216
3053,2.3377,-1.067
3054,-18.328,-9.635
3055,-18.0,-8.1621
3056,17.034000000000002,6.4619
3057,16.704,6.7682
3058,2.2034,0.28674
3059,20.488000000000003,10.852
3060,-5.1835,0.9383100000000001
3061,-4.0967,-0.60622
3062,21.684,10.992
3063,2.3435,-0.42207
3064,-17.649,-8.2379
3065,4.9744,0.19072
3066,-16.549,-6.4682
3067,16.708,6.9669
3068,1.9879,0.5384800000000001
3069,-16.102999999999998,-5.4979
3070,0.68011,0.067189
3071,18.999000000000002,8.8267
3072,6.6752,-0.5766899999999999
3073,-15.777999999999999,-6.3221
3074,2.3713,-0.016198
3075,16.282,5.4916
3076,-21.598000000000003,-12.620999999999999
3077,-18.558,-9.5948
3078,-0.046997000000000004,-0.56894
3079,0.9129299999999999,0.15465
3080,-17.448,-7.8624
3081,3.81,-0.037143
3082,-15.799000000000001,-6.4602
3083,17.444000000000003,7.8834
3084,-13.802999999999999,-3.9589
3085,14.51,4.3299
3086,-14.966,-5.0539
3087,16.311,6.683
3088,1.6734,0.63157
3089,-17.873,-9.2537
3090,3.595,-0.31923
3091,19.84,10.321
3092,20.871,10.431
3093,18.77,9.8573
3094,4.9741,-0.72248
3095,-17.702,-7.4625
3096,3.0186,0.029812
3097,-18.503,-8.7834
3098,21.316,11.533
3099,-18.453,-8.4136
3100,19.749000000000002,9.5612
3101,-16.649,-6.6031
3102,-14.450999999999999,-5.4292
3103,18.416,8.199
3104,18.531,7.5258
3105,2.5478,0.55715
3106,4.7591,-0.2113
3107,0.71219,0.043887
3108,18.279,9.8065
3109,-20.615,-10.731
3110,-18.683,-7.3055
3111,16.35,5.8335
3112,15.567,5.6093
3113,0.5945699999999999,0.026238
3114,-19.711,-9.6246
3115,5.4547,-0.57873
3116,17.936,8.9952
3117,-17.574,-8.1315
3118,-17.44,-8.2444
3119,2.2739,-0.13467
3120,-3.6265,0.15969
3121,7.8959,-1.0115
3122,-19.739,-9.6922
3123,4.5161,0.46157
3124,-16.29,-5.4486
3125,15.767999999999999,5.9423
3126,21.484,10.193999999999999
3127,-18.375999999999998,-7.0176
3128,20.816999999999997,9.809
3129,-18.636,-8.321
3130,3.5460000000000003,-0.084738
3131,-0.60088,0.29918
3132,3.968,0.24431999999999998
3133,3.5733,-0.6356
3134,17.005,6.1824
3135,-15.758,-5.0143
3136,17.621,7.2996
3137,-0.36730999999999997,0.064964
3138,1.3207,-0.5617800000000001
3139,19.448,8.6961
3140,-2.9768,-0.43057
3141,17.930999999999997,8.1522
3142,17.491,6.7046
3143,-3.6516,-0.75053
3144,-15.155,-5.1302
3145,5.0051,0.75029
3146,15.216,6.3458
3147,15.697000000000001,5.4851
3148,4.64,0.19972
3149,2.948,-0.6472
3150,-2.2969999999999997,0.5582600000000001
3151,-13.718,-5.4225
3152,-18.141,-8.3627
3153,-2.4689,0.5471600000000001
3154,15.277999999999999,5.9808
3155,-17.917,-8.4502
3156,-19.293,-10.238
3157,-4.4347,-0.8953200000000001
3158,18.395,9.4825
3159,-0.6211300000000001,-0.67183
3160,1.8936,0.8461799999999999
3161,-2.8704,0.24186999999999997
3162,17.998,8.3324
3163,-17.247,-7.6882
3164,3.8811,0.4155
3165,20.293,10.603
3166,13.886,3.3186
3167,-17.574,-6.3748
3168,6.765,0.43628999999999996
3169,-18.675,-7.9433
3170,20.628,10.175
3171,-3.5408,-0.040776
3172,-14.985999999999999,-6.2637
3173,-17.033,-7.2704
3174,-3.1309,-1.2237
3175,17.211,7.5098
3176,12.577,4.0904
3177,-1.2713,0.12599000000000002
3178,-13.5,-3.7246
3179,20.855,10.169
3180,13.755999999999998,5.6223
3181,-17.107,-7.0289
3182,-15.288,-4.1734
3183,18.236,9.3941
3184,16.698,7.3227
3185,-19.746,-9.4781
3186,-0.43531000000000003,-1.2829
3187,3.8442,0.34431
3188,0.29725999999999997,-0.17082999999999998
3189,-14.286,-5.155
3190,-6.8422,0.012267
3191,-20.467,-11.464
3192,17.500999999999998,6.5366
3193,-16.223,-7.1838
3194,-14.349,-3.8531
3195,20.959,10.815999999999999
3196,-12.720999999999998,-3.7248
3197,-19.24,-8.8094
3198,1.5435,-0.032082
3199,16.009,5.1438
3200,15.025,4.97
3201,-13.634,-3.9872
3202,19.942,9.7634
3203,15.189,5.9298
3204,18.893,9.113
3205,19.628,9.7018
3206,20.245,10.796
3207,22.06,12.587
3208,1.9385,-0.6315
3209,-3.7723,-0.30941
3210,2.6739,0.053974
3211,-19.465,-8.7806
3212,-3.5367,0.18969
3213,-17.944000000000003,-8.0684
3214,0.25283,0.29727
3215,-19.817999999999998,-10.286
3216,-3.7231,-1.4948
3217,3.1660000000000004,-0.65298
3218,-5.2558,0.85577
3219,-16.651,-6.8908
3220,17.912,8.949
3221,-17.832,-6.8684
3222,1.2285,-0.63366
3223,-15.449000000000002,-6.0325
3224,-4.6891,0.013198
3225,0.91248,-0.40786999999999995
3226,-16.730999999999998,-7.3507
3227,-18.032,-8.017000000000001
3228,16.889,7.1196
3229,15.456,5.9066
3230,-2.3509,1.0108
3231,-18.463,-7.4656
3232,17.437,6.742000000000001
3233,-19.329,-7.9057
3234,17.811,7.0534
3235,3.2617,0.57685
3236,-20.403,-8.7398
3237,-18.472,-8.3006
3238,1.5498,-0.0087335
3239,-18.916,-9.6879
3240,20.92,11.453
3241,15.98,4.9276
3242,20.429000000000002,9.6527
3243,17.072,6.7705
3244,-16.042,-7.5754
3245,18.439,8.0255
3246,18.752,10.272
3247,22.028000000000002,12.045
3248,21.419,10.95
3249,16.291,7.2758
3250,-17.508,-7.5183
3251,15.134,4.4602
3252,-1.6085,0.29546
3253,-22.153000000000002,-11.47
3254,19.387999999999998,8.7471
3255,17.180999999999997,7.9166
3256,21.323,9.9005
3257,3.2224,-0.23755
3258,5.6218,-0.32826
3259,-18.84,-8.2233
3260,-19.865,-9.5627
3261,-18.81,-10.458
3262,0.2525,-0.35272
3263,18.054000000000002,8.0955
3264,17.634,8.0812
3265,-19.702,-10.429
3266,16.149,7.0339
3267,-11.895,-2.7872
3268,-17.817999999999998,-7.1496
3269,7.1031,0.7956
3270,-20.794,-10.057
3271,-5.1629,-0.9178799999999999
3272,-20.137999999999998,-10.157
3273,18.301,9.1618
3274,4.771,-0.5053300000000001
3275,17.639,7.1743
3276,-20.029,-10.045
3277,19.514,8.6688
3278,-2.0861,0.30559000000000003
3279,21.467,12.56
3280,0.9932799999999999,-0.66681
3281,-18.901,-9.1925
3282,17.416,7.6032
3283,19.62,9.0888
3284,-1.6808,2.1141
3285,-17.119,-8.3066
3286,-4.2358,0.24929
3287,-17.785999999999998,-7.6196
3288,-14.815,-4.412
3289,1.8017,0.057709
3290,2.0075,-0.64131
3291,20.204,10.27
3292,-13.795,-4.9286
3293,-0.95121,0.64628
3294,-3.8142,0.40319
3295,-17.703,-7.7658
3296,-5.063,-0.32402
3297,0.59595,0.593
3298,-2.1669,-0.13697
3299,22.412,12.952
3300,17.535,7.2415
3301,-5.1466,0.20437
3302,-3.6516,-0.017603999999999998
3303,-15.763,-6.2428
3304,-1.0093,0.32594
3305,4.3442,0.11645
3306,-2.5885,0.50752
3307,17.947,7.8368
3308,-17.416,-7.735
3309,-20.372,-9.3013
3310,-1.1744,-0.07429
3311,4.9156,-0.9909100000000001
3312,-17.282,-7.914
3313,1.8071,-1.0567
3314,-19.797,-10.3
3315,-21.235,-11.588
3316,-17.597,-7.8485
3317,-15.073,-4.84
3318,2.0996,-0.69321
3319,3.9828,0.7780600000000001
3320,-6.1943,0.26971999999999996
3321,-16.578,-7.0821
3322,-19.26,-9.3922
3323,-19.976,-10.425
3324,18.127,8.5951
3325,16.373,6.0424
3326,-16.038,-6.4485
3327,-20.699,-11.51
3328,4.66,0.36306
3329,-17.862000000000002,-7.5693
3330,0.34145,-0.15775999999999998
3331,16.111,6.3865
3332,-3.4445,0.46307
3333,19.262,9.5967
3334,-3.2759,-0.64446
3335,-1.9279,1.1481
3336,-19.437,-9.3984
3337,19.22,9.1947
3338,20.605999999999998,10.509
3339,1.4025,-0.09142
3340,-17.364,-7.047999999999999
3341,-21.601,-10.345
3342,18.86,10.232999999999999
3343,-0.61374,-1.1524
3344,-1.482,0.42703
3345,24.535999999999998,11.825
3346,14.773,3.5462
3347,-17.683,-8.2119
3348,0.69952,-0.53358
3349,17.035999999999998,6.7513
3350,13.43,2.9037
3351,-17.267,-8.2736
3352,18.643,7.4347
3353,19.237000000000002,9.1016
3354,1.577,-0.31051999999999996
3355,8.4654,-0.34223000000000003
3356,-16.428,-6.9911
3357,18.885,7.6152
3358,16.507,7.4861
3359,2.1830000000000003,-0.024304
3360,15.934000000000001,5.6623
3361,-18.548,-6.3507
3362,-2.1771,0.4947
3363,-22.496,-11.963
3364,-15.353,-6.7724
3365,-19.69,-10.339
3366,-18.996,-8.9848
3367,-17.146,-8.488999999999999
3368,-17.812,-8.5211
3369,22.916,11.917
3370,19.000999999999998,9.5241
3371,-18.605999999999998,-9.0129
3372,-3.452,1.0272
3373,-18.49,-7.7476
3374,-19.945,-9.2546
3375,-18.869,-9.8947
3376,0.72742,0.6282399999999999
3377,1.3784,-1.6219
3378,-18.064,-8.2731
3379,2.2625,0.088548
3380,-18.57,-7.6495
3381,15.119000000000002,4.0623
3382,20.311,10.884
3383,0.79419,-0.72932
3384,-19.015,-10.12
3385,-18.817999999999998,-8.361
3386,-17.846,-8.0625
3387,3.8396,-0.97605
3388,18.801,9.543
3389,3.7551,-0.54579
3390,0.11886,-1.2636
3391,16.419,5.7927
3392,-4.7447,-0.33918000000000004
3393,-23.478,-13.239
3394,-15.019,-5.3004
3395,-19.493,-7.6016
3396,-15.648,-4.1882
3397,-0.55528,0.5296
3398,-0.72834,-0.70512
3399,-2.5374,0.35247
3400,-15.898,-5.6721
3401,1.8221,0.79399
3402,17.726,8.347999999999999
3403,-0.49504,0.13634000000000002
3404,19.822,10.908
3405,-18.680999999999997,-9.4734
3406,0.19308,0.58707
3407,-18.212,-8.0189
3408,-0.75608,-1.0637
3409,20.024,9.054
3410,-18.94,-9.71
3411,-18.541,-6.7214
3412,-18.503,-7.919
3413,-0.4594,-0.87734
3414,-18.602999999999998,-7.3783
3415,0.064513,-0.08023200000000001
3416,4.1807,0.12927
3417,-14.862,-5.1609
3418,19.171,9.005
3419,-21.355,-11.592
3420,18.081,9.0674
3421,-21.430999999999997,-12.879000000000001
3422,6.5278,-0.078055
3423,-17.339000000000002,-7.4205
3424,-15.922,-6.7006
3425,0.011695,-0.074798
3426,-16.562,-7.1232
3427,-0.029816000000000002,-0.46146000000000004
3428,-2.1793,0.89105
3429,-2.9645,0.41817
3430,20.497,10.866
3431,21.271,11.640999999999998
3432,20.844,9.845
3433,3.9643,0.5825600000000001
3434,-1.2063,0.7772899999999999
3435,0.42068999999999995,0.7984899999999999
3436,2.6149,-0.92096
3437,5.4438,-0.68104
3438,0.19877999999999998,0.79448
3439,-1.45,-0.023332
3440,-19.887999999999998,-8.9252
3441,-17.904,-8.142999999999999
3442,-19.498,-9.0332
3443,-12.864,-5.1419
3444,17.479,7.8387
3445,16.396,5.0856
3446,-3.9749,0.08766900000000001
3447,3.5667,0.9415399999999999
3448,-19.475,-9.2832
3449,-16.776,-6.5106
3450,-5.9237,-0.43513
3451,-20.052,-10.901
3452,-3.6298,-1.1621
3453,21.031,10.148
3454,13.373,5.7326
3455,19.523,9.3243
3456,-17.840999999999998,-8.7732
3457,-15.824000000000002,-6.7393
3458,-20.12,-9.5441
3459,-17.086,-7.7271
3460,0.34046,1.202
3461,5.7508,-0.63531
3462,16.719,6.3534
3463,16.869,7.6126
3464,-16.016,-5.1387
3465,-17.031,-6.9198
3466,17.065,6.2039
3467,0.8425,-0.29225999999999996
3468,-7.306,-0.6489199999999999
3469,-16.886,-7.2938
3470,-4.0128,1.2392
3471,3.5374,0.29543
3472,20.327,10.362
3473,-8.3914,0.2894
3474,-14.24,-5.2199
3475,18.964000000000002,9.7538
3476,18.496,6.9242
3477,-20.511999999999997,-11.392000000000001
3478,-20.31,-10.899000000000001
3479,-15.205,-6.5611
3480,3.4318,0.072479
3481,0.6896100000000001,-0.25316
3482,16.025,5.4177
3483,19.627,8.7471
3484,18.479,8.3583
3485,17.848,8.3137
3486,-15.755,-6.1553
3487,-18.145,-7.8342
3488,-15.314,-6.1957
3489,-17.833,-7.8488
3490,-0.53376,0.22013000000000002
3491,20.345,9.725
3492,16.816,6.8916
3493,-16.43,-6.3362
3494,-17.634,-7.4231
3495,14.36,6.2625
3496,5.1075,-0.0059791
3497,4.0045,0.022635
3498,-19.906,-10.238999999999999
3499,20.285,9.3298
3500,19.794,10.755
3501,-4.2137,0.31443000000000004
3502,20.706999999999997,10.852
3503,-17.184,-8.1207
3504,-2.733,0.019738
3505,-18.714000000000002,-9.4217
3506,-5.6863,1.3691
3507,-1.5131,0.095152
3508,-14.708,-5.4472
3509,-2.4606,0.051370000000000006
3510,-16.531,-5.4735
3511,19.976,9.4803
3512,16.649,5.5313
3513,20.287,10.748
3514,-0.70867,-0.031094
3515,1.5946,0.29316
3516,0.59702,-0.58953
3517,5.0854,-0.99003
3518,3.4318,0.24003000000000002
3519,18.42,7.3846
3520,20.480999999999998,11.048
3521,-19.941,-9.732000000000001
3522,19.436,9.5332
3523,18.872,10.345
3524,-2.9284,0.86436
3525,-20.182000000000002,-9.8893
3526,-18.667,-8.5842
3527,-17.922,-8.5346
3528,1.3693,-0.020141
3529,-2.5317,-0.49116000000000004
3530,-13.402999999999999,-2.3371
3531,0.29934,-0.9689200000000001
3532,-0.37818,-0.70291
3533,-8.818,0.00068773
3534,6.5307,-0.049468
3535,0.87656,0.19345
3536,-17.387999999999998,-7.1596
3537,-19.359,-9.3292
3538,22.017,10.53
3539,-17.817,-8.442
3540,-17.587,-8.05
3541,22.81,13.033
3542,18.084,7.7968
3543,13.762,4.5838
3544,-15.205,-6.6651
3545,13.142999999999999,3.4484
3546,0.88197,1.1754
3547,-19.162,-9.535
3548,16.694000000000003,6.1591
3549,22.149,10.800999999999998
3550,18.504,7.1477
3551,3.0814,0.7687
3552,12.373,2.0165
3553,-0.36182,0.53598
3554,-1.2045,1.7898
3555,-18.942,-8.2828
3556,-19.279,-8.6995
3557,2.5239,0.97472
3558,-1.7403,-0.047377999999999997
3559,-3.8811,-0.26702
3560,2.6492,0.74695
3561,19.298,9.9766
3562,-0.20883000000000002,0.3112
